id,book,page,certainty,category,description,rooms,features,notes
crydee_455,Magician,543,unknown,architecture,"HERE liES BOrRiC, ThIRD DUKE OF CRYDEE, HUSBAND OF CAThERINE, FAThER OF MARTIN, LYAM, ARUTHa, AMD CARLIME Arutha's lips moved, but no words came forth. He shook his head, then said, ""What madness is this?"" Lyam came between Arutha and the likeness of their father. ""No madness, Arutha. Father acknowledged Martin on his deathbed. He is He is our brother. He is the eldest."" Arutha's face became contorted with rage. ""why didn't you tell me?"" His voice was tormented. ""What right had you to hide th...",,bed,Extracted from page 543
crydee_456,Magician,547,implied,architecture,"and the LaMutian soldiers. It should pass in time. We had an encounter with the Brotherhood the week after we left. They can fight, but we routed them. There was much celebrating among all the men in the garrisons, both Tsurani and LaMutian. It was a good beginning.'' It had been more than an encounter. Word had reached Rillanon of the battle. The Dark Brothers and their goblin allies had raided into Yabbon, overrunning one of the border garrisons, weakened during the war. The Tsurani had tur...",,,Extracted from page 547
crydee_457,Magician,548,canon,architecture,"them and with a wave of her hand dismissed the guard. She looked regal in a fine green gown, with a pearl-studded tiara crowning her dark hair. ""Master magician,"" she said, ""have you no greeting for an old friend?"" Pug bowed before the Princess, and Kasumi and Laurie did also. Katala curtseyed as she had been shown by one of the maids. Pug said, ""Princess, you flatter me by remembering a simple keep boy."" Carline smiled, with a gleam in her blue eyes. ""Oh, Pug . . . you were never a simple an...",,,Extracted from page 548
crydee_458,Magician,550,canon,architecture,"Martin smiled slightly. ""I've had a need to be alone. In Crydee when such a mood strikes, I return to the forest. Here""-he indicated the large terraced garden-""this was the best I could manage."" She looked quizzically at him, but shrugged off the remark. ""Well, I expect you will manage to attend the coronation. Now, if you'll excuse me, I must be off."" She accepted their polite good-byes and left. Looking at Pug, Martin said, ""It is good to see you once again, Pug."" ""And you, Martin. Of all m...",,wall,Extracted from page 550
crydee_459,Magician,551,unknown,architecture,"since I lived in Crydee. If you take the crown, it will be for what you believe are good reasons. It may be the only way to prevent civil war, for should you choose the mantle of King, Lyam will be the first to swear fealty. Whatever the reason, you would do your best to act wisely. And if you take the purple, you will do your best to be a good ruler."" Martin looked impressed. ""You have changed much, Squire Pug, more than I would have expected. I thank you for your kind judgment of me, but I ...",,,Extracted from page 551
crydee_460,Magician,552,canon,architecture,"""Keep your wife close about. The guards in the hall wear the purple and will die defending the King, whoever he may be. But it may get messy. Many of the eastern lords are impulsive men, overly used to having their petty demands instantly gratified. A few might open their mouths and find themselves chewing steel. ""My men and Vandros's are positioned throughout the palace, while Kasumi's Tsurani are outside, at Lyam's request. The eastern lords don't like it, but Lyam is Heir, and they cannot ...",,,Extracted from page 552
crydee_461,Magician,553,canon,architecture,"be back to your wife. Keep your wits sharp, magician, for we may have need of your arts before this day is through."" They returned to the others, and Brucal led Vandros and Kasumi inside, speaking with them in low tones. Before Katala could speak, Laurie said, ""What is afoot? When I took Katala and Kasumi outside to a balcony overlooking the courtyard, I saw Kasumi's men everywhere. For a moment I thought the Empire had won the war. I couldn't get a thing from him."" Pug said, ""Brucal knows th...","courtyard, great hall",wall,Extracted from page 553
crydee_462,Magician,554,canon,architecture,"leaned over, resting an elbow on the garden wall while he poured more wine into his cup. ""See here, there's this pretty little three-master in the royal harbor. I've not had much time, but with the King's pardon being declared, there's plenty of good lads fresh from the brig who'd jump to sail with Captain Trenchard. Why don't we cast off from here and go a'roving?"" Martin shook his head. ""That sounds fine. I've been on a ship three times in my life, and with you I nearly got killed all three...",,"wall, gate",Extracted from page 554
crydee_463,Magician,555,canon,architecture,"Martin turned away from the wall. ""Thank you for your company, Amos, and the wine. Shall we go change the fate of the Kingdom?"" Amos drank the last of the wine from the crystal decanter. He tossed it aside and over the sound of shattering glass said, ""You go decide the fate of the Kingdom, Martin. I'll come along later, perhaps, if I can't arrange for that little ship I spoke of. Maybe we'll sail together again. If you change your mind about being King, or decide you're in need of quick trans...",great hall,"wall, door",Extracted from page 555
crydee_464,Magician,559,implied,architecture,"three times more, and the guards outside opened it. Before stepping out, he intoned the last phrase of the ritual of coronation. To those outside the hall, not privileged to watch the ceremony, he announced, ""Let the word go forth. Lyam is our King!' Faster than a bird's flight, the word went out of the hall, through the palace, and into the city. Celebrants in the street toasted the new monarch, and not one in a thousand knew how close disaster had come to visiting the Kingdom that day. The ...",,,Extracted from page 559
crydee_465,Magician,560,unknown,architecture,"guardians of the Northern Marches, vassal to no Lord but the King, rose and returned to stand with the others in the hall. Handing the sword of Dannis to a waiting page, Lyam stood and said, ""it is our wish that a time of celebration be at hand. But there are matters of state that must be attended to at once. Most are of a happy nature, but first there is one sad duty which must be discharged. 'There is one absent today, one who sought to gain the throne upon which we are privileged to sit. T...",,,Extracted from page 560
